1105	Fri Aug 12 16:35:11 +0000 2011	4c3a5c593849c92883e3c2b1	{Bixby Knolls}	{33.832752326388494,-118.18534419740293,Long Beach,CA,United States}	{Shop & Service,Outdoors & Recreation,Arts & Entertainment,}
1105	Wed May 11 22:59:12 +0000 2011	4bd1c7065e0cce726af9a184	{DoubleTree by Hilton Hotel Los Angeles - Commerce}	{34.0040899213526,-118.15093966131514,Commerce,CA,United States}	{Travel & Transport,}
1105	Wed May 11 15:18:39 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Wed May 11 15:18:31 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Wed May 11 15:18:20 +0000 2011	4a80de21f964a52059f61fe3	{DoubleTree by Hilton Hotel Los Angeles - Rosemead}	{34.03764441828214,-118.08102250099182,Rosemead,CA,United States}	{Travel & Transport,}
1105	Tue May 10 19:26:49 +0000 2011	4a80de21f964a52059f61fe3	{DoubleTree by Hilton Hotel Los Angeles - Rosemead}	{34.03764441828214,-118.08102250099182,Rosemead,CA,United States}	{Travel & Transport,}
1105	Tue May 10 19:25:57 +0000 2011	4b5e0b85f964a520bd7a29e3	{Sheraton Fairplex Hotel & Conference Center}	{34.079519984537065,-117.76254248828023,Pomona,CA,United States}	{Travel & Transport,Shop & Service,Food,Gym / Fitness Center,}
1105	Tue May 10 15:13:12 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Tue May 10 03:56:38 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Tue May 10 03:56:29 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Tue May 10 03:56:19 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Tue May 10 03:56:19 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Tue May 10 03:56:12 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon May 09 19:32:42 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Mon May 09 04:10:01 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Mon May 09 04:09:50 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Mon May 09 04:09:43 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon May 09 04:09:30 +0000 2011	4aeb8285f964a520d8c221e3	{DoubleTree Suites by Hilton}	{33.79663309241122,-117.9158091545105,Anaheim,CA,United States}	{Travel & Transport,}
1105	Sun May 08 16:27:40 +0000 2011	4bc16fd4461576b04c0a7c32	{Denny's}	{34.00283032652996,-117.73117661476135,Chino Hills,CA,United States}	{Food,}
1105	Sun May 08 07:03:15 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sun May 08 07:03:04 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sun May 08 07:02:57 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sun May 08 07:02:35 +0000 2011	4aeb8285f964a520d8c221e3	{DoubleTree Suites by Hilton}	{33.79663309241122,-117.9158091545105,Anaheim,CA,United States}	{Travel & Transport,}
